,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
280,SR04606,28.0,female,business owner,8.0,8.0,9.5,4.0,3.0,9.0,19.0,3.1847368421052633,12.0,0.5,10,1
281,SR04596,20.0,female,teacher,9.0,8.5,13.0,2.0,2.0,6.0,45.0,4.0,7.0,0.0,10,1
282,SR00732,69.0,male,business owner,7.5,3.5,2.5,2.5,7.0,3.0,45.0,3.0,15.0,0.0,10,1
284,SR01635,38.0,male,teacher,6.5,2.0,2.5,2.5,1.0,6.0,15.0,6.0,8.0,0.5,5,0
285,SR03937,19.0,female,student,6.0,8.0,9.5,3.0,0.0,6.0,7.0,1.0,4.0,0.5,10,1
287,SR03269,48.0,female,retired,8.0,2.0,1.0,2.5,4.0,8.0,22.0,9.0,4.0,0.0,0,0
288,SR01935,73.0,male,retired,9.5,1.0,1.0,0.0,1.0,9.0,4.0,4.0,2.0,0.5827832057037232,0,0
289,SR00554,35.0,other,freelancer,5.5,7.5,11.5,3.5,3.0,6.0,40.0,2.0,7.138232953037941,0.0,10,1
291,SR02963,27.0,other,young professional,6.0,9.0,9.0,0.5,5.0,6.0,43.0,4.0,8.0,0.5827832057037232,10,1
292,SR02330,30.0,female,healthcare worker,5.0,3.0,3.5,3.0,5.0,6.0,45.0,3.0,13.0,0.5,10,1
293,SR02196,21.0,male,student,5.5,8.0,9.0,0.5,0.0,8.0,25.0,2.0,6.0,0.5,10,1
294,SR03065,38.0,male,teacher,6.0,6.0,9.0,1.0,1.0,10.0,16.0,4.0,8.0,0.5,5,0
295,SR00658,18.0,other,student,6.0,8.5,11.0,2.5,1.0,6.0,18.0,2.0,6.0,0.5,10,1
296,SR02375,32.0,female,young professional,5.5,7.5,8.0,4.0,3.0,3.0,29.0,5.0,12.0,1.0,10,1
297,SR02226,41.0,female,young professional,3.5,5.0,7.0,4.0,2.0,5.0,32.0,3.0,10.0,0.0,10,1
300,SR00133,23.0,other,business owner,6.0,5.5,9.0,3.5,3.0,8.0,21.0,3.0,10.0,1.0,10,1
301,SR00472,48.0,male,teacher,11.0,3.5,7.0,3.0,0.0,7.0,14.0,6.0,6.0,1.0,0,0
302,SR03226,70.0,female,retired,7.0,1.0,2.0,0.0,6.0,7.0,18.0,6.0,6.0,0.5,5,1
303,SR01406,27.0,female,young professional,6.5,8.5,9.0,1.0,1.0,4.0,30.0,0.0,8.0,0.0,10,1
304,SR02877,26.0,male,young professional,8.5,6.0,7.0,4.0,1.0,3.0,34.0,2.0,8.0,0.5,10,1
305,SR04505,49.0,female,business owner,6.0,6.5,9.0,5.5,3.0,4.0,36.0,0.0,7.138232953037941,0.5,10,1
306,SR04693,37.0,other,freelancer,8.5,3.5,4.5,1.0,1.0,8.0,54.0,1.0,12.0,0.5,10,1
308,SR00288,41.0,female,business owner,7.5,9.5,11.5,4.0,2.0,8.0,13.0,0.0,9.0,1.0,10,1
309,SR01870,36.0,female,healthcare worker,5.5,5.5,6.5,0.5,3.0,9.0,27.0,2.0,6.0,0.5,10,1
311,SR03626,23.0,other,student,6.0,5.5,7.5,5.0,1.0,6.0,39.0,3.0,6.0,0.5,10,1
312,SR02313,75.0,male,retired,7.5,5.5,8.0,2.0,0.0,9.0,24.0,5.0,2.0,1.0,2,0
313,SR04924,19.0,male,student,4.5,7.0,9.5,4.0,1.0,7.0,41.0,0.0,8.0,0.5,10,0
314,SR01619,58.0,other,healthcare worker,4.0,1.5,2.5,1.5,7.0,6.0,33.0,6.0,12.0,0.0,10,1
316,SR01804,27.0,other,young professional,6.5,11.0,13.5,0.0,5.0,6.0,30.0,1.0,9.0,1.0,10,1
318,SR04803,26.0,female,teacher,6.0,5.5,6.5,1.5,3.0,7.0,19.0,6.0,7.0,0.5,6,0
319,SR03536,72.0,male,retired,6.0,4.0,6.5,0.5,2.0,8.0,19.253689829579976,1.0,4.0,0.0,5,0
320,SR04832,28.0,female,student,7.0,6.5,7.0,4.0,2.0,4.0,23.0,3.0,4.0,1.0,10,1
321,SR03912,48.0,male,healthcare worker,6.5,3.0,4.0,1.5,4.0,4.0,23.0,2.0,7.138232953037941,0.5,8,0
322,SR02108,34.0,female,business owner,6.0,5.5,7.5,5.0,4.0,8.0,27.0,5.0,9.0,0.5,10,1
323,SR03045,27.0,female,healthcare worker,5.0,3.5,4.0,2.5,2.0,10.0,42.0,1.0,9.0,0.0,10,1
324,SR00417,55.0,female,retired,7.0,7.0,10.5,0.0,4.0,10.0,5.0,4.0,1.0,0.0,5,0
325,SR00978,36.0,female,teacher,8.5,3.5,5.5,4.5,4.0,6.0,19.0,4.0,9.0,0.5,4,0
327,SR00506,18.0,female,student,8.5,8.5,8.5,2.5,2.0,5.0,49.0,5.0,9.0,0.0,10,1
330,SR03942,26.0,female,student,6.0,6.0,9.5,5.0,1.0,5.0,34.0,2.0,6.0,0.0,10,1
331,SR00415,52.0,male,retired,10.5,3.5,6.0,2.5,2.0,6.0,6.0,0.0,5.0,0.0,2,0
332,SR04149,36.0,female,young professional,6.5,9.5,11.5,5.0,1.0,6.0,34.0,4.0,9.0,0.5,10,1
333,SR01184,27.0,male,young professional,6.0,8.5,11.5,2.5,3.0,5.0,30.0,6.0,8.0,2.0,10,1
335,SR00894,18.0,female,student,5.0,6.5,8.5,4.5,3.0,6.0,44.0,0.0,7.0,0.0,10,1
336,SR00806,19.0,male,student,8.0,9.0,12.0,3.5,0.0,6.0,34.0,2.0,6.0,1.0,10,1
337,SR00556,37.0,male,teacher,6.5,4.5,7.5,2.0,2.0,10.0,45.0,5.0,10.0,0.5,10,1
338,SR03826,55.0,female,business owner,7.0,8.0,11.5,4.0,6.0,4.0,30.0,0.0,14.0,0.5,10,1
339,SR01198,70.0,female,retired,9.0,5.5,7.201577981662181,2.5,1.0,4.0,3.0,5.0,4.0,0.5,1,0
340,SR04254,21.0,female,student,5.5,9.5,12.0,3.0,0.0,3.0,36.0,3.0,7.0,1.0,10,1
341,SR04059,18.0,female,student,8.0,9.0,12.5,3.0,3.0,6.0,32.0,2.0,5.0,0.0,10,1
342,SR01294,19.0,other,student,7.0,6.0,7.0,3.5,1.0,4.0,42.0,5.0,7.138232953037941,0.5,10,1
343,SR02222,34.0,female,young professional,7.5,1.5,1.0,3.5,2.0,9.0,37.0,1.0,13.0,1.5,10,1
344,SR03505,33.0,other,teacher,6.5,5.5,11.0,3.5,1.0,9.0,20.0,1.0,9.0,0.5,9,0
345,SR03655,19.0,other,young professional,7.5,5.5,6.5,0.5,4.0,3.0,46.0,6.0,5.0,0.5,10,1
346,SR04759,31.0,male,freelancer,8.0,9.0,12.0,4.0,4.0,9.0,19.0,3.0,7.0,0.5,10,1
347,SR03007,23.0,male,student,9.0,3.5,4.0,0.0,2.0,6.0,41.0,3.0,9.0,1.0,10,1
348,SR02094,48.0,male,healthcare worker,7.0,4.5,6.0,1.0,3.0,9.0,26.0,5.0,13.0,2.0,8,0
351,SR03919,18.0,female,student,7.5,6.5,8.5,4.0,5.0,8.0,49.0,4.0,7.0,0.0,10,1
352,SR01273,36.0,other,young professional,5.5,8.5,13.0,3.0,3.0,8.0,32.0,3.1847368421052633,11.0,1.0,10,1
353,SR00291,69.0,female,retired,9.0,4.0,6.0,3.5,2.0,6.0,9.0,4.0,1.0,0.0,2,0
354,SR04828,32.0,male,retired,8.0,3.0,4.5,2.66384778012685,0.0,8.0,10.0,6.0,0.0,0.0,1,0
355,SR00253,18.0,female,young professional,5.5,6.0,8.0,4.5,2.0,6.0,40.0,3.0,7.0,1.0,10,1
356,SR03246,29.0,male,young professional,8.5,9.0,12.0,2.66384778012685,4.0,6.0,24.0,5.0,9.0,1.5,10,1
357,SR00351,24.0,other,teacher,7.5,8.5,10.5,1.5,3.0,6.0,3.0,7.0,9.0,1.0,8,0
358,SR01188,49.0,female,healthcare worker,6.5,4.5,4.0,2.5,3.0,8.0,7.0,5.0,11.0,0.5,6,0
360,SR00423,22.0,male,student,8.5,8.5,14.0,6.0,2.0,7.0,40.0,1.0,8.0,1.0,10,1
361,SR00091,71.0,male,retired,9.0,1.5,1.5,0.5,2.0,7.0,29.0,3.1847368421052633,5.0,0.0,1,0
362,SR03730,56.0,other,young professional,7.0,6.0,8.0,5.5,0.0,8.0,30.0,0.0,12.0,1.0,10,1
363,SR02237,20.0,male,student,5.0,8.5,12.5,4.5,2.0,7.0,23.0,0.0,5.0,1.0,10,1
364,SR00671,34.0,male,freelancer,8.5,8.0,10.5,6.0,1.0,7.0,56.0,6.0,9.0,0.0,10,1
365,SR03041,61.0,male,freelancer,6.5,8.0,10.0,2.5,1.0,10.0,49.0,3.0,8.0,0.5,10,1
366,SR00027,38.0,female,young professional,6.0,9.5,11.0,0.5,5.0,6.0,33.0,2.0,11.0,1.0,10,1
367,SR00430,30.0,female,freelancer,7.0,7.0,11.0,1.5,2.0,5.0,23.0,2.0,11.0,0.0,9,0
368,SR00684,23.0,female,student,5.5,5.0,7.5,4.0,3.0,5.0,52.0,2.0,7.0,0.5,10,1
369,SR04464,43.0,other,young professional,6.0,5.5,6.5,2.5,0.0,8.0,32.0,3.0,4.0,0.5,10,1
370,SR03946,27.0,male,freelancer,8.0,7.5,9.5,4.5,0.0,7.0,45.0,1.0,9.0,0.0,10,0
372,SR01542,35.0,male,business owner,7.0,6.5,8.5,7.0,2.0,6.0,36.0,3.0,11.0,0.0,10,1
373,SR02032,18.0,other,student,9.0,11.5,15.0,2.5,5.0,5.0,26.0,3.0,4.0,0.5,10,1
374,SR02233,18.0,female,student,7.5,7.0,8.0,3.0,2.0,3.0,33.0,3.1847368421052633,4.0,0.0,10,0
375,SR04121,41.0,female,business owner,3.0,4.5,8.0,3.0,4.0,7.0,33.0,3.1847368421052633,15.0,1.0,10,1
377,SR00255,26.0,other,student,5.5,8.0,7.5,6.5,0.0,4.0,36.0,2.0,5.0,1.0,10,1
379,SR04393,42.0,other,business owner,7.5,10.0,14.0,5.5,2.0,8.0,26.0,2.0,9.0,0.5,10,1
380,SR03801,18.0,male,student,9.0,7.5,9.5,4.5,2.0,7.0,21.0,2.0,5.0,0.0,10,1
381,SR04311,24.0,male,young professional,3.0,8.0,11.5,1.5,1.0,10.0,40.0,0.0,8.0,1.0,10,1
382,SR02510,44.0,female,business owner,5.0,10.0,12.5,5.5,4.0,6.0,34.0,2.0,15.0,0.5,10,1
383,SR02293,34.0,male,teacher,8.5,4.0,6.5,2.5,4.0,5.0,17.0,0.0,8.0,1.5,5,0
385,SR01551,20.0,female,freelancer,8.0,5.5,8.0,3.0,0.0,5.0,23.0,4.0,7.138232953037941,0.0,4,0
386,SR04648,40.0,other,retired,8.0,1.5,2.0,5.0,0.0,8.0,33.0,6.0,0.0,0.0,7,0
387,SR00316,51.0,other,business owner,4.5,6.5,8.5,4.0,2.0,6.0,43.0,1.0,12.0,0.5,10,1
388,SR01243,25.0,other,young professional,5.0,10.0,12.0,2.5,3.0,6.0,27.0,1.0,11.0,1.0,10,1
389,SR02451,22.0,other,young professional,6.0,3.0,3.0,4.0,0.0,5.0,45.0,0.0,9.0,0.5,10,1
390,SR01579,67.0,female,retired,7.0,5.5,6.5,2.5,2.0,8.0,15.0,4.0,4.0,0.5827832057037232,5,0
391,SR04626,26.0,male,student,10.0,5.5,6.5,4.5,0.0,6.0,39.0,0.0,1.0,0.0,10,1
392,SR03117,29.0,male,young professional,4.0,7.5,9.0,0.5,1.0,4.0,48.0,2.0,8.0,1.5,10,1
393,SR00070,22.0,male,young professional,7.0,6.0,7.5,4.0,4.0,6.0,44.0,2.0,11.0,1.5,10,1
394,SR00860,71.0,male,retired,9.5,1.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,3,0
396,SR01633,21.0,female,student,8.0,5.5,7.5,4.5,4.0,5.0,37.0,4.0,7.0,0.5,10,1
397,SR01651,26.0,female,business owner,8.0,11.0,13.5,2.5,4.0,6.0,27.0,1.0,8.0,0.0,10,1
398,SR03861,33.0,female,student,9.0,3.0,4.0,6.0,2.0,6.0,43.0,3.0,5.0,1.0,10,1
399,SR03107,35.0,male,freelancer,0.5,8.5,10.5,3.0,6.0,6.0,35.0,2.0,6.0,1.0,10,1
400,SR01075,26.0,female,business owner,9.0,9.0,12.5,5.0,3.0,4.0,54.0,0.0,9.0,1.0,10,1
401,SR04002,29.0,male,student,6.0,7.5,7.0,2.5,0.0,6.0,43.0,4.0,7.138232953037941,0.0,10,1
402,SR00788,55.0,female,teacher,10.0,3.5,5.0,0.0,0.0,6.0,17.0,1.0,14.0,1.0,7,0
403,SR02606,37.0,female,business owner,9.0,7.5,10.5,4.0,6.0,6.0,35.0,0.0,7.0,0.0,10,1
404,SR03631,38.0,male,teacher,8.5,1.0,1.5,1.0,4.0,8.0,24.0,5.0,6.0,1.0,1,0
405,SR02122,32.0,other,healthcare worker,5.0,5.0,8.0,2.66384778012685,1.0,5.0,35.512185567729524,0.0,12.0,0.5827832057037232,10,1
406,SR01875,71.0,male,retired,8.0,4.5,3.0,0.5,0.0,10.0,3.0,2.0,5.0,0.5,4,0
407,SR00812,40.0,male,young professional,4.5,6.0,8.0,3.5,4.0,4.0,39.0,5.0,7.0,1.5,10,1
408,SR00388,24.0,female,business owner,5.0,7.5,10.0,5.0,4.0,4.0,27.0,2.0,11.0,1.5,10,1
409,SR02883,59.0,female,student,6.5,5.0,6.546889074238347,2.66384778012685,5.0,3.0,34.0,1.0,4.0,0.0,10,1
411,SR03198,68.0,female,retired,6.5,3.5,5.5,2.5,2.0,8.0,4.0,1.0,2.0,0.0,7,0
413,SR01352,38.0,female,healthcare worker,8.0,4.0,6.0,4.5,2.0,5.0,20.0,5.0,11.0,0.0,2,0
415,SR04213,54.0,other,healthcare worker,8.5,5.0,7.0,2.66384778012685,3.0,6.0,31.0,5.0,10.0,1.5,6,0
417,SR04996,21.0,female,student,8.0,6.5,9.0,2.0,3.0,6.0,49.0,3.0,5.0,0.5,10,1
418,SR03430,68.0,male,retired,8.0,2.0,2.5,1.0,0.0,9.0,13.63580691331883,7.0,2.0,0.0,0,0
420,SR02595,60.0,female,business owner,5.5,4.0,4.5,1.5,5.0,5.0,25.0,3.0,13.0,0.5,10,1
421,SR02837,22.0,other,young professional,7.0,4.5,8.0,4.0,2.0,7.0,44.0,5.0,10.0,1.5,10,1
422,SR02373,19.0,male,student,8.0,5.0,6.5,1.5,2.0,6.0,47.0,4.0,3.0,1.5,10,1
424,SR02147,21.0,female,healthcare worker,3.5,2.0,2.6187556296953387,4.0,1.0,6.0,10.0,5.0,15.0,1.0,10,1
425,SR04976,21.0,male,student,6.0,11.0,14.5,2.0,1.0,5.0,50.0,5.0,8.0,0.0,10,1
426,SR00600,71.0,female,retired,8.0,3.0,4.0,0.0,0.0,8.0,11.0,3.0,7.138232953037941,0.0,4,0
427,SR01435,73.0,female,retired,6.5,1.0,1.5,0.0,0.0,8.0,3.0,2.0,3.0,0.0,6,0
428,SR04997,21.0,other,teacher,10.0,5.0,6.0,0.0,2.0,7.0,18.0,2.0,3.0,1.0,6,0
429,SR00539,42.0,female,young professional,6.5,8.5,10.5,4.5,1.0,7.0,57.0,3.1847368421052633,7.0,0.5827832057037232,10,1
430,SR00722,21.0,female,student,6.0,7.0,11.0,5.5,1.0,4.0,27.0,1.0,10.0,1.0,10,1
431,SR04411,28.0,other,healthcare worker,3.5,8.0,9.5,1.5,6.0,9.0,44.0,7.0,11.0,1.5,10,1
432,SR01873,68.0,male,retired,4.0,4.5,6.5,2.66384778012685,2.0,5.0,33.0,4.0,0.0,0.0,10,1
433,SR02846,58.0,male,freelancer,5.0,7.0,10.0,5.0,2.0,3.0,33.0,1.0,8.0,0.5,10,1
435,SR02908,25.0,male,young professional,9.5,4.0,6.0,4.0,5.0,8.0,31.0,3.0,7.0,0.5,5,0
436,SR02255,53.0,female,retired,9.5,5.0,7.5,2.0,0.0,5.0,3.0,6.0,2.0,0.0,0,0
437,SR03913,48.0,female,retired,10.0,1.0,1.0,4.5,5.0,10.0,22.0,4.0,1.0,0.5,0,0
439,SR02891,23.0,other,young professional,3.0,3.0,1.0,4.5,0.0,5.0,27.0,0.0,9.0,0.5827832057037232,10,1
440,SR03674,40.0,other,teacher,4.5,5.5,6.5,1.0,0.0,10.0,8.0,3.0,11.0,1.0,10,1
441,SR00081,20.0,male,student,6.0,1.0,2.5,5.0,4.0,8.0,42.0,0.0,5.0,0.5,10,1
442,SR02562,20.0,male,student,7.0,8.5,12.5,2.0,4.0,6.0,50.0,5.0,7.0,0.5,10,1
443,SR01724,46.0,female,freelancer,8.5,12.5,15.0,2.5,4.0,6.0,61.0,3.0,7.0,1.0,10,1
444,SR01618,36.0,other,business owner,6.0,8.0,9.5,1.0,3.0,6.0,38.0,3.1847368421052633,14.0,0.5,10,1
447,SR04614,22.0,male,student,7.5,9.0,11.5,3.0,2.0,7.0,33.145286447556686,5.0,1.0,1.0,10,1
448,SR00222,35.0,female,freelancer,8.5,9.5,12.0,2.66384778012685,2.0,2.0,62.0,2.0,7.0,0.5,10,1
449,SR00094,34.0,female,young professional,4.5,6.5,8.0,1.0,2.0,5.0,46.0,0.0,7.138232953037941,1.0,10,1
450,SR02610,32.0,female,healthcare worker,5.5,4.5,6.5,0.0,4.0,3.0,32.0,6.0,7.0,0.0,10,1
451,SR03383,62.0,other,retired,7.5,7.0,7.5,0.0,0.0,8.0,5.0,10.0,4.0,0.0,1,0
453,SR01398,56.0,male,retired,4.0,2.5,1.0,1.0,3.0,6.0,3.0,5.0,3.0,0.5,10,0
455,SR01293,21.0,female,student,6.0,4.0,5.0,3.0,3.0,7.0,38.0,4.0,6.0,0.0,10,1
456,SR02165,45.0,female,teacher,8.5,7.0,9.5,1.5,4.0,9.0,11.0,6.0,10.0,1.0,0,0
457,SR02940,19.0,male,student,7.5,4.0,1.5,2.5,2.0,7.0,38.0,1.0,10.0,0.5,10,1
460,SR01259,18.0,male,student,9.0,5.5,5.5,2.66384778012685,1.0,4.0,47.0,0.0,7.0,0.0,10,1
463,SR03317,68.0,female,retired,10.0,1.5,2.5,2.5,2.0,6.0,30.0,2.0,2.0,0.5,8,0
464,SR02560,71.0,other,freelancer,7.0,9.5,13.0,3.5,0.0,6.0,47.0,4.0,11.0,1.0,10,1
465,SR03575,46.0,male,healthcare worker,6.5,8.0,10.475022518781355,4.5,-1.0,4.0,32.0,0.0,13.0,1.5,10,1
466,SR02681,22.0,female,retired,9.5,1.5,2.0,0.0,1.0,9.0,3.0,6.0,1.0,0.0,0,0
468,SR04812,70.0,male,retired,8.5,8.0,9.5,0.5,2.0,6.0,17.0,1.0,0.0,0.0,8,0
470,SR02965,58.0,male,young professional,6.0,3.5,4.5828223519668425,3.0,0.0,4.0,33.0,5.0,10.0,0.5,10,1
471,SR02673,51.0,female,business owner,7.0,5.0,5.0,2.5,4.0,8.0,28.650971848006805,2.0,13.0,1.0,10,1
472,SR00562,36.0,male,business owner,7.5,8.0,10.0,4.0,3.0,7.0,38.0,7.0,9.0,0.5,10,1
473,SR02779,70.0,male,retired,8.5,3.0,2.5,2.0,1.0,10.0,19.0,3.0,6.0,0.5,2,0
474,SR02949,20.0,other,student,7.0,10.5,13.5,1.5,1.0,6.0,43.0,1.0,5.0,0.0,10,1
475,SR02818,29.0,male,young professional,7.0,7.5,11.5,3.5,4.0,10.0,26.0,4.0,7.138232953037941,0.0,10,1
477,SR01757,34.0,female,business owner,5.0,5.5,8.0,3.0,2.0,7.0,40.0,1.0,11.0,1.0,10,0
478,SR00725,50.0,female,business owner,7.5,5.0,3.5,2.5,2.0,9.0,63.0,0.0,7.0,1.5,10,1
480,SR04140,28.0,male,freelancer,7.0,7.5,8.5,0.0,3.0,3.0,33.0,3.0,8.0,0.0,10,1
481,SR03958,28.0,male,freelancer,7.5,8.5,11.5,4.0,-1.0,7.0,58.0,0.0,13.0,0.5,10,1
482,SR01589,20.0,female,student,6.5,3.0,4.5,1.0,3.0,6.0,30.57142343139703,0.0,4.0,1.0,10,1
485,SR04708,49.0,male,business owner,5.0,8.5,11.5,4.5,2.0,7.0,42.0,2.0,10.0,0.5,10,0
486,SR00044,21.0,male,business owner,4.5,4.5,5.0,4.5,5.0,6.0,13.0,2.0,14.0,0.0,10,1
487,SR03002,52.0,male,business owner,6.5,7.0,7.0,3.5,4.0,6.0,33.0,5.0,12.0,0.5,10,1
488,SR00211,28.0,other,young professional,6.0,6.0,9.0,1.5,2.0,8.0,37.0,3.0,8.0,1.0,10,1
489,SR00678,26.0,male,student,8.0,6.0,7.856266889086016,6.5,3.0,2.0,11.0,1.0,7.0,0.0,10,1
490,SR00355,19.0,female,student,7.0,6.0,7.5,5.0,2.0,5.0,65.0,1.0,6.0,0.0,10,1
491,SR01434,20.0,other,young professional,6.5,8.5,12.5,4.0,1.0,7.0,16.0,3.1847368421052633,11.0,1.0,10,1
492,SR00950,79.0,other,retired,0.5,1.5,2.5,0.0,0.0,6.0,15.34245927601571,3.0,2.0,0.5,4,0
493,SR02844,32.0,male,healthcare worker,6.0,4.5,3.0,2.5,3.0,6.0,28.843430781382867,8.0,8.0,0.0,9,0
494,SR00578,76.0,male,retired,6.0,1.5,2.5,3.5,3.0,5.0,21.0,5.0,2.0,0.0,5,0
495,SR03929,32.0,female,young professional,8.5,5.5,7.5,2.66384778012685,2.0,10.0,13.0,1.0,10.0,0.5,5,0
496,SR00545,18.0,other,freelancer,7.0,9.0,10.0,5.0,0.0,6.0,25.0,4.0,9.0,1.0,10,1
498,SR01613,34.0,female,healthcare worker,5.5,2.0,2.0,1.0,1.0,6.0,30.0,6.0,9.0,1.5,10,1
499,SR03551,33.0,male,freelancer,8.5,8.5,11.0,6.0,0.0,3.0,31.0,4.0,9.0,0.0,10,0
500,SR03717,40.0,female,healthcare worker,7.5,7.0,6.5,3.0,3.0,7.0,24.0,5.0,9.0,1.0,8,0
501,SR03780,21.0,other,student,5.0,4.5,6.0,2.0,4.0,5.0,26.0,3.0,1.0,1.0,10,1
502,SR00136,51.0,female,teacher,7.5,7.0,9.5,3.5,3.0,9.0,32.0,6.0,7.0,0.0,10,0
503,SR04481,34.0,female,business owner,6.0,6.5,9.5,4.0,1.0,7.0,17.0,5.0,9.0,0.0,10,1
505,SR00048,79.0,female,retired,9.0,6.5,7.0,2.66384778012685,0.0,6.0,24.0,3.0,3.0,0.5,3,0
507,SR00735,22.0,female,young professional,6.5,3.0,8.0,3.5,3.0,8.0,28.0,2.0,10.0,0.0,6,0
508,SR01535,36.0,other,business owner,8.0,5.5,7.0,2.0,2.0,6.0,23.0,1.0,14.0,1.5,10,0
510,SR03796,21.0,other,student,9.0,7.0,9.5,3.5,1.0,1.0,58.0,0.0,7.0,0.5,10,1
511,SR02520,39.0,other,freelancer,6.0,8.5,12.5,6.0,3.0,8.0,32.81476499738818,8.0,11.0,0.0,10,0
512,SR01973,44.0,female,freelancer,8.5,10.5,12.0,2.5,2.0,7.0,33.0,8.0,6.0,0.0,10,1
514,SR00062,27.0,male,business owner,7.0,8.0,11.5,1.5,1.0,6.0,40.0,3.0,9.0,1.0,10,1
515,SR01109,40.0,female,teacher,4.0,6.0,6.5,2.5,3.0,4.0,34.0,3.0,10.0,0.5,10,0
516,SR02406,39.0,other,freelancer,7.0,2.5,3.5,2.5,3.0,7.0,29.0,4.0,8.0,0.0,7,0
518,SR00479,18.0,female,student,9.0,4.5,6.0,2.0,0.0,6.0,23.0,3.0,3.0,1.5,4,0
519,SR04360,48.0,other,retired,6.5,4.5,5.0,3.5,2.0,5.0,12.0,5.0,2.0,1.0,7,0
520,SR04113,43.0,other,teacher,6.5,1.0,3.0,1.5,3.0,9.0,46.0,1.0,8.0,0.5,10,1
521,SR03708,26.0,other,freelancer,4.5,7.5,9.5,4.5,3.0,7.0,31.0,7.0,9.0,0.5,10,1
523,SR02747,20.0,female,student,6.5,6.0,6.5,6.0,2.0,8.0,40.0,2.0,8.0,1.0,10,1
524,SR02171,47.0,male,teacher,6.0,3.0,3.0,3.5,0.0,6.0,26.34016211722664,2.0,6.0,0.5,10,1
527,SR03143,41.0,female,teacher,8.5,1.5,2.0,3.0,4.0,7.0,18.0,3.0,10.0,1.0,6,1
528,SR03538,38.0,male,teacher,7.5,5.5,7.0,1.5,2.0,3.0,34.0,1.0,9.0,1.0,10,1
530,SR02925,48.0,male,young professional,5.0,5.5,8.5,1.0,2.0,6.0,32.0,9.0,9.0,1.0,10,1
531,SR01150,27.0,other,young professional,6.0,10.0,10.5,1.0,1.0,8.0,22.0,3.0,11.0,1.0,10,1
532,SR03618,49.0,male,healthcare worker,6.5,1.0,1.0,0.0,2.0,6.0,22.0,3.0,7.0,0.5827832057037232,6,0
533,SR00292,23.0,male,freelancer,6.5,9.5,11.5,3.0,1.0,4.0,41.0,6.0,7.0,0.0,10,1
534,SR03750,34.0,female,healthcare worker,5.5,3.5,7.0,1.5,1.0,6.0,37.0,2.0,10.0,1.0,10,1
536,SR00534,54.0,other,teacher,8.5,6.5,8.0,1.0,1.0,5.0,25.0,5.0,8.0,1.0,1,0
537,SR03608,28.0,other,freelancer,7.0,4.0,4.5,2.66384778012685,1.0,7.0,41.0,3.0,12.0,0.0,10,1
538,SR02649,36.0,male,teacher,7.5,3.5,3.0,1.5,2.0,5.0,17.0,0.0,9.0,0.5,5,0
539,SR04811,37.0,other,business owner,6.5,6.5,8.510955796509851,1.5,2.0,7.0,30.0,2.0,12.0,1.5,10,0
540,SR01984,22.0,other,young professional,7.0,8.5,10.5,5.5,4.0,7.0,37.0,2.0,9.0,1.0,10,1
541,SR02933,28.0,female,young professional,5.0,4.0,4.5,1.0,3.0,3.0,34.0,6.0,10.0,0.5827832057037232,10,1
542,SR01537,29.0,female,teacher,8.5,1.0,1.0,3.0,1.0,5.0,25.0,1.0,6.0,0.0,6,0
544,SR04173,53.0,female,retired,8.5,4.0,5.237511259390677,0.0,0.0,8.0,3.0,7.0,0.0,0.0,0,0
546,SR03666,37.0,male,business owner,6.0,8.0,10.5,2.0,5.0,3.0,30.0,6.0,16.0,0.0,10,1
547,SR04006,22.0,male,student,8.0,7.5,7.0,5.5,2.0,6.0,42.0,0.0,3.0,0.5,10,0
548,SR03627,37.0,male,business owner,5.0,4.5,5.5,4.5,3.0,6.0,43.0,3.0,7.138232953037941,0.0,10,1
550,SR03257,29.0,female,young professional,8.0,8.0,11.0,3.0,4.0,5.0,13.0,0.0,10.0,0.0,10,1
553,SR00585,20.0,female,young professional,7.0,8.5,11.0,3.5,2.0,7.0,36.28244170104672,5.0,8.0,2.0,10,1
555,SR01392,39.0,male,freelancer,7.5,6.5,8.5,3.0,3.0,8.0,54.0,2.0,8.0,0.5,10,0
556,SR04526,21.0,male,student,9.5,7.5,9.82033361135752,2.5,0.0,7.0,27.0,1.0,7.0,0.5,10,1
557,SR04921,26.0,female,young professional,6.5,7.0,8.5,2.5,1.0,3.0,45.0,0.0,10.0,1.0,10,1
558,SR04801,84.0,male,retired,6.0,5.5,8.0,3.5,5.0,7.0,19.0,4.0,3.0,0.0,9,0
559,SR03241,49.0,female,business owner,6.5,8.5,8.0,2.0,4.0,5.0,28.0,7.0,13.0,1.0,10,1
560,SR04282,28.0,other,freelancer,5.5,5.0,6.0,2.5,1.0,6.0,44.0,5.0,7.0,0.5,10,1
561,SR03339,27.0,other,healthcare worker,4.5,3.5,5.0,2.5,6.0,7.0,18.0,2.0,12.0,1.0,10,1
562,SR03221,26.0,male,young professional,5.5,7.0,8.5,3.5,2.0,9.0,34.0,1.0,11.0,0.5,10,1
