User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
SR02708,21.0,Male,Young Professional,8.0,4.0,3.5,3.5,1.0,6.0,33.0,7.0,12.0,1.0,8,0
SR00298,74.0,Male,Retired,10.0,6.5,7.5,3.0,1.0,5.0,3.0,3.0,0.0,0.0,4,1
SR02340,67.0,Male,Retired,7.5,3.5,4.0,3.5,1.0,9.0,7.0,2.0,2.0,0.0,6,0
SR00654,36.0,Male,Young Professional,3.5,7.5,11.5,,4.0,7.0,21.0,4.0,10.0,1.5,10,1
SR03775,20.0,Other,Student,8.0,6.0,7.0,3.5,2.0,,23.0,3.0,6.0,0.0,7,0
SR01256,32.0,Female,Young Professional,7.5,8.0,11.0,5.5,1.0,6.0,32.0,1.0,10.0,1.0,10,1
SR04521,27.0,Male,Young Professional,6.5,5.0,7.5,0.5,3.0,5.0,19.0,4.0,5.0,0.5,6,0
SR00231,27.0,Non-binary,Freelancer,5.0,6.5,9.5,1.5,4.0,8.0,41.0,4.0,9.0,0.5,10,1
SR03277,34.0,Female,Freelancer,8.0,9.0,11.0,5.0,,,51.0,3.0,11.0,0.0,10,1
SR03231,,Female,Young Professional,,4.5,5.5,,,5.0,26.0,4.0,9.0,1.5,9,0
SR00692,32.0,FEMALE,Freelancer,8.5,10.0,15.0,0.5,3.0,10.0,50.0,4.0,7.0,0.5,10,1
SR02755,19.0,Female,Student,4.0,11.0,15.0,1.0,2.0,6.0,36.0,3.0,2.0,0.5,10,1
SR04864,43.0,female,Teacher,5.5,6.0,8.0,2.0,2.0,,30.0,4.0,10.0,0.5,10,1
SR00970,32.0,Male,Healthcare Worker,3.5,5.0,3.5,2.0,3.0,9.0,50.0,4.0,7.0,0.0,10,1
SR00634,20.0,Female,Student,8.0,6.5,7.5,2.5,3.0,5.0,54.0,4.0,3.0,0.0,10,1
SR04093,40.0,Female,Business Owner,5.0,9.0,13.0,1.0,0.0,4.0,39.0,3.0,16.0,0.0,10,1
SR04078,26.0,Female,Young Professional,7.0,6.0,8.0,2.0,2.0,8.0,26.0,4.0,10.0,0.5,6,0
SR01322,37.0,Female,Business Owner,5.5,6.5,7.5,1.0,2.0,4.0,48.0,1.0,11.0,0.5,10,1
SR01832,62.0,Male,Business Owner,9.5,6.5,8.5,2.5,3.0,5.0,20.0,0.0,14.0,0.5,8,0
SR02179,36.0,Male,Young Professional,4.0,3.5,2.5,2.0,4.0,8.0,25.0,0.0,8.0,0.5,10,1
SR01418,72.0,Female,Retired,9.0,1.5,2.5,0.5,3.0,7.0,10.0,5.0,0.0,0.0,1,1
SR01783,18.0,Female,Student,5.5,8.0,9.0,4.0,2.0,5.0,18.0,0.0,5.0,0.0,10,1
SR04716,,Male,Freelancer,4.0,13.0,15.0,1.5,2.0,5.0,38.0,3.0,7.0,0.0,10,1
SR04702,27.0,Female,Student,4.0,6.0,8.0,3.0,2.0,6.0,50.0,3.0,4.0,0.0,10,1
SR04119,36.0,Female,Young Professional,7.5,5.5,7.5,4.0,1.0,9.0,27.0,5.0,9.0,1.5,6,0
SR01653,42.0,Male,Healthcare Worker,3.5,2.0,2.5,0.0,4.0,9.0,3.0,3.0,12.0,0.5,10,1
SR01484,41.0,Female,business owner,8.0,10.0,12.5,2.5,5.0,7.0,30.0,2.0,9.0,1.0,10,1
SR02276,38.0,Non-binary,Teacher,6.0,4.0,6.5,1.5,3.0,4.0,32.0,4.0,11.0,1.0,10,1
SR00878,35.0,Female,Young Professional,4.5,10.5,,2.5,4.0,4.0,24.0,2.0,4.0,1.0,10,1
SR03526,23.0,Female,young professional,6.0,10.5,11.5,4.0,1.0,,36.0,,9.0,0.5,10,1
SR02017,29.0,Male,Young Professional,,7.5,8.5,2.0,0.0,7.0,9.0,0.0,10.0,1.5,10,1
SR00427,55.0,Non-binary,Young Professional,7.0,5.5,7.5,3.0,4.0,5.0,37.0,4.0,5.0,0.5,10,0
SR00627,36.0,Female,Freelancer,7.5,7.5,6.5,2.0,,5.0,47.0,5.0,6.0,0.5,10,1
SR01590,48.0,  Male ,Teacher,9.0,8.0,,1.0,2.0,6.0,34.0,1.0,9.0,0.5,10,1
SR02224,44.0,Male,Retried,8.5,5.5,8.0,1.5,1.0,5.0,17.0,3.0,4.0,0.0,5,1
SR02218,24.0,Non-binary,Freelancer,7.5,10.0,,7.0,3.0,7.0,42.0,0.0,9.0,0.5,10,1
SR04484,76.0,Female,Retired,6.5,5.0,9.0,0.0,1.0,3.0,19.0,5.0,1.0,0.5,5,0
SR01486,38.0,Male,Teacher,8.0,6.0,12.0,2.5,3.0,6.0,27.0,4.0,11.0,0.0,6,0
SR01740,32.0,Male,Young Professional,7.0,6.5,7.5,2.5,2.0,4.0,30.0,3.0,10.0,0.5,10,1
SR02481,42.0,Female,Healthcare Worker,,9.0,11.0,0.0,0.0,7.0,47.0,4.0,10.0,1.0,10,1
SR02585,50.0,Female,Young Professional,8.0,7.0,8.5,2.5,4.0,10.0,43.0,3.0,14.0,0.5,10,1
SR02894,73.0,  Female ,Retired,5.0,4.0,5.5,2.5,0.0,6.0,11.0,5.0,5.0,0.0,10,1
SR00150,40.0,Male,Retired,7.0,4.5,7.0,2.5,,,13.0,6.0,1.0,0.0,4,0
SR00677,39.0,Male,Freelancer,7.5,10.5,13.5,2.0,3.0,10.0,33.0,3.0,10.0,1.0,10,1
SR01262,21.0,Male,Student,7.5,5.0,7.0,1.5,5.0,5.0,58.0,0.0,6.0,0.0,10,1
SR04918,22.0,Female,Student,6.5,7.5,12.0,2.0,5.0,8.0,44.0,2.0,4.0,,10,1
SR00013,26.0,Male,Young Professional,5.5,6.0,7.5,1.0,4.0,8.0,38.0,3.0,9.0,1.0,10,1
SR01834,78.0,Male,Business Owner,7.0,6.0,9.0,4.5,,6.0,34.0,2.0,12.0,1.5,10,1
SR03249,32.0,Non-binary,Freelancer,7.5,9.0,12.5,1.0,3.0,4.0,48.0,6.0,8.0,0.5,10,1
SR01492,30.0,Male,Healthcare worker,6.5,7.5,9.0,0.5,2.0,,22.0,4.0,11.0,1.0,8,0
SR02728,,Male,Retired,,2.0,3.0,3.0,2.0,6.0,17.0,1.0,3.0,0.0,4,0
SR03687,40.0,Male,Freelancer,7.5,6.0,5.5,3.5,2.0,5.0,24.0,5.0,8.0,1.0,6,0
SR01425,-5.0,Female,Business Owner,5.5,2.5,1.5,1.5,2.0,4.0,58.0,0.0,11.0,0.5,10,1
SR04606,28.0,Female,Business Owner,8.0,8.0,9.5,4.0,3.0,9.0,19.0,,12.0,0.5,10,1
SR04596,20.0,Female,Teacher,9.0,8.5,13.0,2.0,2.0,,45.0,4.0,7.0,0.0,10,1
SR00732,69.0,Male,Business Owner,7.5,3.5,2.5,2.5,7.0,3.0,45.0,3.0,15.0,0.0,10,1
SR01232,33.0,Other,Healthcare Worker,5.5,,2.5,1.5,6.0,3.0,24.0,7.0,12.0,1.0,10,1
SR01635,38.0,MALE,Teacher,6.5,2.0,2.5,2.5,1.0,6.0,15.0,6.0,8.0,0.5,5,0
SR03937,19.0,Female,Student,6.0,8.0,9.5,3.0,0.0,6.0,7.0,1.0,4.0,0.5,10,1
SR01211,18.0,Female,Student,5.5,,8.0,5.5,4.0,7.0,17.0,4.0,5.0,0.5,10,1
SR03269,48.0,Female,Retired,8.0,2.0,1.0,2.5,4.0,8.0,22.0,9.0,4.0,0.0,0,0
SR01935,73.0,Male,Retired,9.5,1.0,1.0,0.0,1.0,9.0,4.0,4.0,2.0,,0,0
SR00554,35.0,Other,Freelancer,5.5,7.5,11.5,3.5,3.0,6.0,40.0,2.0,,0.0,10,1
SR00492,58.0,Female,Healthcare Worker,7.0,5.5,,2.0,,7.0,39.0,7.0,14.0,1.0,10,1
SR02963,27.0,Non-binary,Young Professional,6.0,9.0,9.0,0.5,5.0,,43.0,4.0,8.0,,10,1
SR02330,30.0,  Female ,Healthcare Worker,5.0,3.0,3.5,3.0,5.0,6.0,45.0,3.0,13.0,0.5,10,1
SR02196,21.0,Male,Student,5.5,8.0,9.0,0.5,0.0,8.0,25.0,2.0,6.0,0.5,10,1
SR03065,38.0,Male,Teacher,6.0,6.0,9.0,1.0,1.0,10.0,16.0,4.0,8.0,0.5,5,0
SR00658,18.0,  Non-binary ,Student,6.0,8.5,11.0,2.5,1.0,,18.0,2.0,6.0,0.5,10,1
SR02375,32.0,Female,Young Professional,5.5,7.5,8.0,4.0,3.0,3.0,29.0,5.0,12.0,1.0,10,1
SR02226,41.0,Female,Yng Professional,3.5,5.0,7.0,4.0,2.0,5.0,32.0,3.0,10.0,0.0,10,1
SR04265,70.0,Female,Retired,9.5,3.0,5.5,4.0,,8.0,16.0,4.0,2.0,0.0,1,0
SR01171,44.0,Female,Business Owner,6.0,10.5,15.0,1.5,,6.0,37.0,3.0,13.0,0.5,10,1
SR00133,23.0,Non-binary,Business Owner,6.0,5.5,9.0,3.5,3.0,8.0,21.0,3.0,10.0,1.0,10,1
SR00472,48.0,Male,Teacher,11.0,3.5,7.0,3.0,0.0,7.0,14.0,6.0,6.0,1.0,0,0
SR03226,70.0,Female,Retired,7.0,1.0,2.0,0.0,6.0,7.0,18.0,6.0,6.0,0.5,5,1
SR01406,27.0,Female,Young Professional,6.5,8.5,9.0,1.0,1.0,4.0,30.0,0.0,8.0,0.0,10,1
SR02877,26.0,Male,Young Professional,8.5,6.0,7.0,4.0,1.0,3.0,34.0,2.0,8.0,0.5,10,1
SR04505,49.0,Female,Business Owner,6.0,6.5,9.0,5.5,3.0,4.0,36.0,0.0,,0.5,10,1
SR04693,37.0,Other,Freelancer,8.5,3.5,4.5,1.0,1.0,8.0,54.0,1.0,12.0,0.5,10,1
SR02827,,Non-binary,Student,10.5,6.5,10.5,4.0,3.0,5.0,32.0,4.0,8.0,1.0,10,1
SR00288,41.0,Female,business owner,7.5,9.5,11.5,4.0,2.0,8.0,13.0,0.0,9.0,1.0,10,1
SR01870,36.0,Female,Healthcare Worker,5.5,5.5,6.5,0.5,3.0,9.0,27.0,2.0,6.0,0.5,10,1
SR03115,,Male,Student,7.0,5.0,4.0,3.0,1.0,6.0,41.0,4.0,5.0,1.0,10,1
SR03626,23.0,Non-binary,Student,6.0,5.5,7.5,5.0,1.0,,39.0,3.0,6.0,0.5,10,1
SR02313,75.0,Male,Retired,7.5,5.5,8.0,2.0,0.0,9.0,24.0,5.0,2.0,1.0,2,0
SR04924,19.0,Male,Student,4.5,7.0,9.5,4.0,1.0,7.0,41.0,0.0,8.0,0.5,10,0
SR01619,58.0,Non-binary,Healthcare worker,4.0,1.5,2.5,1.5,7.0,6.0,33.0,6.0,12.0,0.0,10,1
SR00995,26.0,Female,Young Professional,6.0,8.0,11.5,4.0,,6.0,20.0,1.0,11.0,0.5,10,1
SR01804,27.0,Non-binary,Yng Professional,6.5,11.0,13.5,0.0,5.0,6.0,30.0,1.0,9.0,1.0,10,1
SR02643,,Female,Young Professional,8.0,7.0,10.5,2.0,1.0,8.0,19.0,2.0,13.0,1.0,10,0
SR04803,26.0,Female,Teacher,6.0,5.5,6.5,1.5,3.0,7.0,19.0,6.0,7.0,0.5,6,0
SR03536,72.0,Male,Retired,6.0,4.0,6.5,0.5,2.0,8.0,,1.0,4.0,0.0,5,0
SR04832,28.0,Female,Student,7.0,6.5,7.0,4.0,2.0,4.0,23.0,3.0,4.0,1.0,10,1
SR03912,48.0,Male,Healthcare Worker,6.5,3.0,4.0,1.5,4.0,4.0,23.0,2.0,,0.5,8,0
SR02108,34.0,Female,Business Owner,6.0,5.5,7.5,5.0,4.0,8.0,27.0,5.0,9.0,0.5,10,1
SR03045,27.0,Female,Healthcare Worker,5.0,3.5,4.0,2.5,2.0,10.0,42.0,1.0,9.0,0.0,10,1
SR00417,55.0,  Female ,Retired,7.0,7.0,10.5,0.0,4.0,10.0,5.0,4.0,1.0,0.0,5,0
SR00978,36.0,Female,Teacher,8.5,3.5,5.5,4.5,4.0,6.0,19.0,4.0,9.0,0.5,4,0
SR02418,32.0,  Female ,Young Professional,7.5,,14.5,2.5,4.0,6.0,35.0,0.0,9.0,0.5,10,1
SR00506,18.0,Female,Student,8.5,8.5,8.5,2.5,2.0,5.0,49.0,5.0,9.0,0.0,10,1
SR04153,,Male,Young Professional,6.0,5.5,9.5,3.5,1.0,6.0,43.0,3.0,12.0,1.5,10,1
SR04256,,Non-binary,Student,6.0,7.5,8.5,4.0,3.0,5.0,49.0,2.0,4.0,0.5,10,1
SR03942,26.0,Female,Student,6.0,6.0,9.5,5.0,1.0,5.0,34.0,2.0,6.0,0.0,10,1
SR00415,52.0,Male,Retired,10.5,3.5,6.0,2.5,2.0,,6.0,0.0,5.0,0.0,2,0
SR04149,36.0,Female,Young Professional,6.5,9.5,11.5,5.0,1.0,6.0,34.0,4.0,9.0,0.5,10,1
SR01184,27.0,Male,Young Professional,6.0,8.5,11.5,2.5,3.0,5.0,30.0,6.0,8.0,2.0,10,1
SR00486,38.0,Woman,Teacher,,5.5,7.5,0.0,4.0,3.0,26.0,4.0,7.0,1.0,10,1
SR00894,18.0,Female,Student,5.0,6.5,8.5,4.5,3.0,6.0,44.0,0.0,7.0,0.0,10,1
SR00806,19.0,Male,Student,8.0,9.0,12.0,3.5,0.0,6.0,34.0,2.0,6.0,1.0,10,1
SR00556,37.0,Male,Teacher,6.5,4.5,7.5,2.0,2.0,10.0,45.0,5.0,10.0,0.5,10,1
SR03826,55.0,Female,Business Owner,7.0,8.0,11.5,4.0,6.0,4.0,30.0,0.0,14.0,0.5,10,1
SR01198,70.0,Female,Retired,9.0,5.5,,2.5,1.0,4.0,3.0,5.0,4.0,0.5,1,0
SR04254,21.0,Female,Student,5.5,9.5,12.0,3.0,0.0,3.0,36.0,3.0,7.0,1.0,10,1
SR04059,18.0,Female,Student,8.0,9.0,12.5,3.0,3.0,6.0,32.0,2.0,5.0,0.0,10,1
SR01294,19.0,Non-binary,Student,7.0,6.0,7.0,3.5,1.0,4.0,42.0,5.0,,0.5,10,1
SR02222,34.0,Female,Young Professional,7.5,1.5,1.0,3.5,2.0,9.0,37.0,1.0,13.0,1.5,10,1
SR03505,33.0,Non-binary,Teacher,6.5,5.5,11.0,3.5,1.0,9.0,20.0,1.0,9.0,0.5,9,0
SR03655,19.0,Non-binary,Young Professional,7.5,5.5,6.5,0.5,4.0,3.0,46.0,6.0,5.0,0.5,10,1
SR04759,31.0,Male,Freelancer,8.0,9.0,12.0,4.0,4.0,9.0,19.0,3.0,7.0,0.5,10,1
SR03007,23.0,Male,Student,9.0,3.5,4.0,0.0,2.0,6.0,41.0,3.0,9.0,1.0,10,1
SR02094,48.0,Male,Healthcare Worker,7.0,4.5,6.0,1.0,3.0,9.0,26.0,5.0,13.0,2.0,8,0
SR02188,56.0,Female,Retired,9.0,,4.0,0.0,,,36.0,3.0,6.0,0.0,8,0
SR03037,50.0,  Man ,Young Professional,5.0,3.5,4.5,4.5,,6.0,34.0,2.0,7.0,1.0,10,1
SR03919,18.0,Female,Student,7.5,6.5,8.5,4.0,5.0,8.0,49.0,4.0,7.0,0.0,10,1
SR01273,36.0,Other,Young Professional,5.5,8.5,13.0,3.0,3.0,8.0,32.0,,11.0,1.0,10,1
SR00291,69.0,Female,Retired,9.0,4.0,6.0,3.5,2.0,6.0,9.0,4.0,1.0,0.0,2,0
SR04828,32.0,Male,Retired,8.0,3.0,4.5,,0.0,8.0,10.0,6.0,0.0,0.0,1,0
SR00253,18.0,Female,Young Professional,5.5,6.0,8.0,4.5,2.0,6.0,40.0,3.0,7.0,1.0,10,1
SR03246,29.0,Male,Young Professional,8.5,9.0,12.0,,4.0,6.0,24.0,5.0,9.0,1.5,10,1
SR00351,24.0,Non-binary,Teacher,7.5,8.5,10.5,1.5,3.0,6.0,3.0,7.0,9.0,1.0,8,0
SR01188,49.0,Female,Healthcare Worker,6.5,4.5,4.0,2.5,3.0,8.0,7.0,5.0,11.0,0.5,6,0
SR01962,18.0,Non-binary,Student,6.0,8.0,9.5,5.0,,4.0,18.0,2.0,9.0,0.0,10,1
SR00423,22.0,Male,Student,8.5,8.5,14.0,6.0,2.0,7.0,40.0,1.0,8.0,1.0,10,1
SR00091,71.0,Male,Retired,9.0,1.5,1.5,0.5,2.0,7.0,29.0,,5.0,0.0,1,0
SR03730,56.0,Woman,Young Professional,7.0,6.0,8.0,5.5,0.0,8.0,30.0,0.0,12.0,1.0,10,1
SR02237,20.0,Male,Student,5.0,8.5,12.5,4.5,2.0,7.0,23.0,0.0,5.0,1.0,10,1
SR00671,34.0,Male,Freelancer,8.5,8.0,10.5,6.0,1.0,7.0,56.0,6.0,9.0,0.0,10,1
SR03041,61.0,Male,Freelancer,6.5,8.0,10.0,2.5,1.0,10.0,49.0,3.0,8.0,0.5,10,1
SR00027,38.0,Female,Young Professional,6.0,9.5,11.0,0.5,5.0,6.0,33.0,2.0,11.0,1.0,10,1
SR00430,30.0,F,Freelancer,7.0,7.0,11.0,1.5,2.0,5.0,23.0,2.0,11.0,0.0,9,0
SR00684,23.0,Female,Student,5.5,5.0,7.5,4.0,3.0,5.0,52.0,2.0,7.0,0.5,10,1
SR04464,43.0,Other,Young Professional,6.0,5.5,6.5,2.5,0.0,8.0,32.0,3.0,4.0,0.5,10,1
SR03946,27.0,Male,Freelancer,8.0,7.5,9.5,4.5,0.0,7.0,45.0,1.0,9.0,0.0,10,0
SR03524,,Female,Healthcare Worker,5.0,3.5,3.0,4.0,4.0,5.0,32.0,5.0,11.0,1.0,10,1
SR01542,35.0,Male,Business Owner,7.0,6.5,8.5,7.0,2.0,6.0,36.0,3.0,11.0,0.0,10,1
SR02032,18.0,Non-binary,Student,9.0,11.5,15.0,2.5,5.0,5.0,26.0,3.0,4.0,0.5,10,1
SR02233,18.0,Female,Student,7.5,7.0,8.0,3.0,2.0,3.0,33.0,,4.0,0.0,10,0
SR04121,41.0,Female,Business Owner,3.0,4.5,8.0,3.0,4.0,7.0,33.0,,15.0,1.0,10,1
SR03236,37.0,Male,Freelancer,7.0,,,1.5,3.0,2.0,51.0,0.0,8.0,0.0,10,1
SR00255,26.0,woman,Student,5.5,8.0,7.5,6.5,0.0,4.0,36.0,2.0,5.0,1.0,10,1
SR01030,27.0,Other,Young Professional,8.5,7.0,9.0,1.0,,2.0,24.0,2.0,10.0,1.0,8,0
SR04393,42.0,Non-binary,Business Owner,7.5,10.0,14.0,5.5,2.0,8.0,26.0,2.0,9.0,0.5,10,1
SR03801,18.0,Male,Student,9.0,7.5,9.5,4.5,2.0,7.0,21.0,2.0,5.0,0.0,10,1
SR04311,24.0,Male,Young Professional,3.0,8.0,11.5,1.5,1.0,10.0,40.0,0.0,8.0,1.0,10,1
SR02510,44.0,Female,Business Owner,5.0,10.0,12.5,5.5,4.0,6.0,34.0,2.0,15.0,0.5,10,1
SR02293,34.0,Male,Teacher,8.5,4.0,6.5,2.5,4.0,5.0,17.0,0.0,8.0,1.5,5,0
SR01324,37.0,Female,teacher,10.0,,1.0,1.0,,9.0,,2.0,10.0,0.5,4,0
SR01551,20.0,Female,Freelancer,8.0,5.5,8.0,3.0,0.0,5.0,23.0,4.0,,0.0,4,0
SR04648,40.0,Other,Retired,8.0,1.5,2.0,5.0,0.0,8.0,33.0,6.0,0.0,0.0,7,0
SR00316,51.0,Other,Business Owner,4.5,6.5,8.5,4.0,2.0,6.0,43.0,1.0,12.0,0.5,10,1
SR01243,25.0,Other,Young Professional,5.0,10.0,12.0,2.5,3.0,,27.0,1.0,11.0,1.0,10,1
SR02451,22.0,Non-binary,Young Professional,6.0,3.0,3.0,4.0,0.0,5.0,45.0,0.0,9.0,0.5,10,1
SR01579,67.0,f,Retired,7.0,5.5,6.5,2.5,2.0,8.0,15.0,4.0,4.0,,5,0
SR04626,26.0,Male,Student,10.0,5.5,6.5,4.5,0.0,6.0,39.0,0.0,1.0,0.0,10,1
SR03117,29.0,Male,Young Professional,4.0,7.5,9.0,0.5,1.0,4.0,48.0,2.0,8.0,1.5,10,1
SR00070,22.0,Male,Young Professional,7.0,6.0,7.5,4.0,4.0,6.0,44.0,2.0,11.0,1.5,10,1
SR00860,71.0,Male,Retired,9.5,1.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,3,0
SR02754,,Male,Healthcare Worker,7.0,6.5,8.0,0.5,1.0,6.0,7.0,3.0,13.0,0.5,6,1
SR01633,21.0,Female,Student,8.0,5.5,7.5,4.5,4.0,5.0,37.0,4.0,7.0,0.5,10,1
SR01651,26.0,Female,Business Owner,8.0,11.0,13.5,2.5,4.0,,27.0,1.0,8.0,0.0,10,1
SR03861,33.0,  Female ,Student,9.0,3.0,4.0,6.0,2.0,6.0,43.0,3.0,5.0,1.0,10,1
SR03107,35.0,Male,Freelancer,0.5,8.5,10.5,3.0,6.0,6.0,35.0,2.0,6.0,1.0,10,1
SR01075,26.0,Female,Business Owner,9.0,9.0,12.5,5.0,3.0,4.0,54.0,0.0,9.0,1.0,10,1
SR04002,29.0,Male,Student,6.0,7.5,7.0,2.5,0.0,,43.0,4.0,,0.0,10,1
SR00788,55.0,Female,Teacher,10.0,3.5,5.0,0.0,0.0,6.0,17.0,1.0,14.0,1.0,7,0
SR02606,37.0,f,Business Owner,9.0,7.5,10.5,4.0,6.0,6.0,35.0,0.0,7.0,0.0,10,1
SR03631,38.0,Male,Teacher,8.5,1.0,1.5,1.0,4.0,8.0,24.0,5.0,6.0,1.0,1,0
SR02122,32.0,Non-binary,Healthcare Worker,5.0,5.0,8.0,,1.0,5.0,,0.0,12.0,,10,1
SR01875,71.0,m,Retired,8.0,4.5,3.0,0.5,0.0,10.0,3.0,2.0,5.0,0.5,4,0
SR00812,40.0,Male,Yng Professional,4.5,6.0,8.0,3.5,4.0,4.0,39.0,5.0,7.0,1.5,10,1
SR00388,24.0,female,Business Owner,5.0,7.5,10.0,5.0,4.0,4.0,27.0,2.0,11.0,1.5,10,1
SR02883,59.0,Female,Student,6.5,5.0,,,5.0,3.0,34.0,1.0,4.0,0.0,10,1
SR01176,21.0,Female,Freelancer,,10.5,,3.5,3.0,5.0,51.0,4.0,12.0,0.0,10,1
SR03198,68.0,Female,Retired,6.5,3.5,5.5,2.5,2.0,8.0,4.0,1.0,2.0,0.0,7,0
SR02624,20.0,  Non-binary ,Young Professional,,13.5,,3.0,3.0,1.0,32.0,6.0,10.0,0.5,10,1
SR01352,38.0,Female,Healthcare Worker,8.0,4.0,6.0,4.5,2.0,5.0,20.0,5.0,11.0,0.0,2,0
SR00411,33.0,Female,Business Owner,5.0,5.5,8.0,4.0,,8.0,54.0,6.0,14.0,0.0,10,1
SR04213,54.0,Other,Health Care Worker,8.5,5.0,7.0,,3.0,,31.0,5.0,10.0,1.5,6,0
SR00110,55.0,Male,Freelancer,6.0,,11.0,0.5,3.0,4.0,42.0,8.0,9.0,,10,1
SR04996,21.0,Female,Student,8.0,6.5,9.0,2.0,3.0,6.0,49.0,3.0,5.0,0.5,10,1
SR03430,68.0,Male,Retired,8.0,2.0,2.5,1.0,0.0,9.0,,7.0,2.0,0.0,0,0
SR02810,54.0,Male,Healthcare Worker,,4.0,7.5,0.0,5.0,6.0,49.0,3.0,13.0,1.0,10,1
SR02595,60.0,Female,Business Owner,5.5,4.0,4.5,1.5,5.0,5.0,25.0,3.0,13.0,0.5,10,1
SR02837,22.0,Non-binary,Young Professional,7.0,4.5,8.0,4.0,2.0,7.0,44.0,5.0,10.0,1.5,10,1
SR02373,19.0,Male,Student,8.0,5.0,6.5,1.5,2.0,6.0,47.0,4.0,3.0,1.5,10,1
SR01236,67.0,Male,Retired,,2.5,2.5,0.0,1.0,5.0,8.0,1.0,0.0,0.5,5,0
SR02147,21.0,Female,Healthcare Worker,3.5,2.0,,4.0,1.0,6.0,10.0,5.0,15.0,1.0,10,1
SR04976,21.0,Male,Student,6.0,11.0,14.5,2.0,1.0,5.0,50.0,5.0,8.0,0.0,10,1
SR00600,71.0,Female,Retired,8.0,3.0,4.0,0.0,0.0,8.0,11.0,3.0,,0.0,4,0
SR01435,73.0,Female,Retired,6.5,1.0,1.5,0.0,0.0,8.0,3.0,2.0,3.0,0.0,6,0
SR04997,21.0,Non-binary,Teacher,10.0,5.0,6.0,0.0,2.0,7.0,18.0,2.0,3.0,1.0,6,0
SR00539,42.0,Female,Young Professional,6.5,8.5,10.5,4.5,1.0,7.0,57.0,,7.0,,10,1
SR00722,21.0,FEMALE,Student,6.0,7.0,11.0,5.5,1.0,4.0,27.0,1.0,10.0,1.0,10,1
SR04411,28.0,Non-binary,Healthcare Worker,3.5,8.0,9.5,1.5,6.0,9.0,44.0,7.0,11.0,1.5,10,1
SR01873,68.0,Male,Retired,4.0,4.5,6.5,,2.0,5.0,33.0,4.0,0.0,0.0,10,1
SR02846,58.0,Male,freelancer,5.0,7.0,10.0,5.0,2.0,3.0,33.0,1.0,8.0,0.5,10,1
SR02054,25.0,Non-binary,Healthcare Worker,6.0,,4.0,4.5,2.0,3.0,16.0,0.0,11.0,1.5,9,1
SR02908,25.0,Male,young professional,9.5,4.0,6.0,4.0,5.0,8.0,31.0,3.0,7.0,0.5,5,0
SR02255,53.0,FEMALE,Retired,9.5,5.0,7.5,2.0,0.0,5.0,3.0,6.0,2.0,0.0,0,0
SR03913,48.0,Female,Retired,10.0,1.0,1.0,4.5,5.0,10.0,22.0,4.0,1.0,0.5,0,0
SR00178,,Female,Business Owner,6.0,8.0,10.0,1.0,1.0,6.0,20.0,4.0,9.0,1.5,10,1
SR02891,23.0,Non-binary,Young Professional,3.0,3.0,1.0,4.5,0.0,5.0,27.0,0.0,9.0,,10,1
SR03674,40.0,Non-binary,Teacher,4.5,5.5,6.5,1.0,0.0,10.0,8.0,3.0,11.0,1.0,10,1
SR00081,20.0,Male,Student,6.0,1.0,2.5,5.0,4.0,8.0,42.0,0.0,5.0,0.5,10,1
SR02562,20.0,Male,Studdent,7.0,8.5,12.5,2.0,4.0,6.0,50.0,5.0,7.0,0.5,10,1
SR01724,46.0,Female,Freelancer,8.5,12.5,15.0,2.5,4.0,6.0,61.0,3.0,7.0,1.0,10,1
SR01618,36.0,Non-binary,Business Owner,6.0,8.0,9.5,1.0,3.0,6.0,38.0,,14.0,0.5,10,1
SR01655,42.0,  Male ,Young Professional,-2.0,2.5,4.0,2.0,0.0,3.0,44.0,5.0,9.0,0.0,10,1
SR02329,,Female,Freelancer,7.0,7.5,11.0,6.0,30.0,4.0,52.0,3.0,10.0,0.0,10,1
SR04614,22.0,Male,Student,7.5,9.0,11.5,3.0,2.0,7.0,,5.0,1.0,1.0,10,1
SR00222,35.0,Female,Freelancer,8.5,9.5,12.0,,2.0,2.0,62.0,2.0,7.0,0.5,10,1
SR00094,34.0,Female,Young Professional,4.5,6.5,8.0,1.0,2.0,5.0,46.0,0.0,,1.0,10,1
SR02610,32.0,Female,Health Care Worker,5.5,4.5,6.5,0.0,4.0,3.0,32.0,6.0,7.0,0.0,10,1
SR03383,62.0,nb,Retired,7.5,7.0,7.5,0.0,0.0,8.0,5.0,10.0,4.0,0.0,1,0
SR04416,20.0,Male,Student,,4.5,6.0,5.5,4.0,4.0,45.0,1.0,6.0,0.0,10,1
SR01398,56.0,Male,Retired,4.0,2.5,1.0,1.0,3.0,6.0,3.0,5.0,3.0,0.5,10,0
SR04687,75.0,Male,Retired,,6.5,7.0,1.0,1.0,7.0,34.0,3.0,1.0,0.0,10,1
SR01293,21.0,f,Student,6.0,4.0,5.0,3.0,3.0,7.0,38.0,4.0,6.0,0.0,10,1
